Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country
1921,Chemistry,The Nobel Prize in Chemistry 1921,"""for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes""",1-Jan,179,Individual,Frederick Soddy,1877-09-02,Eastbourne,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,9/22/1956,Brighton,United Kingdom
1921,Literature,The Nobel Prize in Literature 1921,"""in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament""",1-Jan,590,Individual,Anatole France,1844-04-16,Paris,France,Male,,,,10/12/1924,Saint-Cyr-sur-Loire,France
1921,Peace,The Nobel Peace Prize 1921,,2-Jan,485,Individual,Karl Hjalmar Branting,1860-11-23,Stockholm,Sweden,Male,,,,2/24/1925,Stockholm,Sweden
1921,Peace,The Nobel Peace Prize 1921,,2-Jan,486,Individual,Christian Lous Lange,1869-09-17,Stavanger,Norway,Male,,,,12/11/1938,Oslo,Norway
1921,Physics,The Nobel Prize in Physics 1921,"""for his services to Theoretical Physics, and especially for his discovery of the law of the photoelectric effect""",1-Jan,26,Individual,Albert Einstein,1879-03-14,Ulm,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany,4/18/1955,"Princeton, NJ",United States of America
1922,Chemistry,The Nobel Prize in Chemistry 1922,"""for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule""",1-Jan,180,Individual,Francis William Aston,1877-09-01,Harborne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,11/20/1945,Cambridge,United Kingdom
1922,Literature,The Nobel Prize in Literature 1922,"""for the happy manner in which he has continued the illustrious traditions of the Spanish drama""",1-Jan,592,Individual,Jacinto Benavente,1866-08-12,Madrid,Spain,Male,,,,7/14/1954,Madrid,Spain
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,"""for his discovery relating to the production of heat in the muscle""",2-Jan,311,Individual,Archibald Vivian Hill,1886-09-26,Bristol,United Kingdom,Male,London University,London,United Kingdom,6/3/1977,Cambridge,United Kingdom
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,"""for his discovery of the fixed relationship between the consumption of oxygen and the metabolism of lactic acid in the muscle""",2-Jan,312,Individual,Otto Fritz Meyerhof,1884-04-12,Hanover,Germany,Male,Kiel University,Kiel,Germany,10/6/1951,"Philadelphia, PA",United States of America
1922,Peace,The Nobel Peace Prize 1922,,1-Jan,487,Individual,Fridtjof Nansen,1861-10-10,Kristiania (Oslo),Norway,Male,,,,5/13/1930,Oslo,Norway
1922,Physics,The Nobel Prize in Physics 1922,"""for his services in the investigation of the structure of atoms and of the radiation emanating from them""",1-Jan,27,Individual,Niels Henrik David Bohr,1885-10-07,Copenhagen,Denmark,Male,Copenhagen University,Copenhagen,Denmark,11/18/1962,Copenhagen,Denmark
1923,Chemistry,The Nobel Prize in Chemistry 1923,"""for his invention of the method of micro-analysis of organic substances""",1-Jan,181,Individual,Fritz Pregl,1869-09-03,Laibach (Ljubljana),Austria-Hungary (Slovenia),Male,Graz University,Graz,Austria,12/13/1930,Graz,Austria
1923,Literature,The Nobel Prize in Literature 1923,"""for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation""",1-Jan,593,Individual,William Butler Yeats,1865-06-13,Dublin,Ireland,Male,,,,1/28/1939,Roquebrune-Cap-Martin,France
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",2-Jan,313,Individual,Frederick Grant Banting,1891-11-14,Alliston,Canada,Male,University of Toronto,Toronto,Canada,2/21/1941,Newfoundland,Canada
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,"""for the discovery of insulin""",2-Jan,314,Individual,John James Rickard Macleod,1876-09-06,Cluny,Scotland,Male,University of Toronto,Toronto,Canada,3/16/1935,Aberdeen,Scotland
1923,Physics,The Nobel Prize in Physics 1923,"""for his work on the elementary charge of electricity and on the photoelectric effect""",1-Jan,28,Individual,Robert Andrews Millikan,1868-03-22,"Morrison, IL",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,12/19/1953,"San Marino, CA",United States of America
1924,Literature,The Nobel Prize in Literature 1924,"""for his great national epic, <I>The Peasants</I>""",1-Jan,594,Individual,Wladyslaw Stanislaw Reymont,1867-05-07,Kobiele Wielkie,Russian Empire (Poland),Male,,,,12/5/1925,Warsaw,Poland
1924,Medicine,The Nobel Prize in Physiology or Medicine 1924,"""for his discovery of the mechanism of the electrocardiogram""",1-Jan,315,Individual,Willem Einthoven,1860-05-21,Semarang,"Java, Dutch East Indies (Indonesia)",Male,Leiden University,Leiden,Netherlands,9/29/1927,Leiden,Netherlands
1924,Physics,The Nobel Prize in Physics 1924,"""for his discoveries and research in the field of X-ray spectroscopy""",1-Jan,29,Individual,Karl Manne Georg Siegbahn,1886-12-03,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,9/26/1978,Ängelholm,Sweden
1925,Chemistry,The Nobel Prize in Chemistry 1925,"""for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry""",1-Jan,182,Individual,Richard Adolf Zsigmondy,1865-04-01,Vienna,Austrian Empire (Austria),Male,Goettingen University,Göttingen,Germany,9/24/1929,Göttingen,Germany
1925,Literature,The Nobel Prize in Literature 1925,"""for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty""",1-Jan,596,Individual,George Bernard Shaw,1856-07-26,Dublin,Ireland,Male,,,,11/2/1950,Ayot St. Lawrence,United Kingdom
1925,Peace,The Nobel Peace Prize 1925,,2-Jan,488,Individual,Sir Austen Chamberlain,1863-10-16,Birmingham,United Kingdom,Male,,,,3/16/1937,London,United Kingdom
1925,Peace,The Nobel Peace Prize 1925,,2-Jan,489,Individual,Charles Gates Dawes,1865-08-27,"Marietta, OH",United States of America,Male,,,,4/23/1951,"Evanston, IL",United States of America
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",2-Jan,30,Individual,James Franck,1882-08-26,Hamburg,Germany,Male,Goettingen University,Göttingen,Germany,5/21/1964,Göttingen,West Germany (Germany)
1925,Physics,The Nobel Prize in Physics 1925,"""for their discovery of the laws governing the impact of an electron upon an atom""",2-Jan,31,Individual,Gustav Ludwig Hertz,1887-07-22,Hamburg,Germany,Male,Halle University,Halle,Germany,10/30/1975,Berlin,East Germany
1926,Chemistry,The Nobel Prize in Chemistry 1926,"""for his work on disperse systems""",1-Jan,183,Individual,The (Theodor) Svedberg,1884-08-30,Fleräng,Sweden,Male,Uppsala University,Uppsala,Sweden,2/25/1971,Örebro,Sweden
1926,Literature,The Nobel Prize in Literature 1926,"""for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general""",1-Jan,597,Individual,Grazia Deledda,1871-09-27,"Nuoro, Sardinia",Italy,Female,,,,8/15/1936,Rome,Italy
1926,Medicine,The Nobel Prize in Physiology or Medicine 1926,"""for his discovery of the Spiroptera carcinoma""",1-Jan,316,Individual,Johannes Andreas Grib Fibiger,1867-04-23,Silkeborg,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1/30/1928,Copenhagen,Denmark
1926,Peace,The Nobel Peace Prize 1926,,2-Jan,490,Individual,Aristide Briand,1862-03-28,Nantes,France,Male,,,,3/7/1932,Paris,France
1926,Peace,The Nobel Peace Prize 1926,,2-Jan,491,Individual,Gustav Stresemann,1878-05-10,Berlin,Germany,Male,,,,10/3/1929,Berlin,Germany
1926,Physics,The Nobel Prize in Physics 1926,"""for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium""",1-Jan,32,Individual,Jean Baptiste Perrin,1870-09-30,Lille,France,Male,Sorbonne University,Paris,France,4/17/1942,"New York, NY",United States of America
1927,Chemistry,The Nobel Prize in Chemistry 1927,"""for his investigations of the constitution of the bile acids and related substances""",1-Jan,184,Individual,Heinrich Otto Wieland,1877-06-04,Pforzheim,Germany,Male,Munich University,Munich,Germany,8/5/1957,Munich,West Germany (Germany)
1927,Literature,The Nobel Prize in Literature 1927,"""in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented""",1-Jan,600,Individual,Henri Bergson,1859-10-18,Paris,France,Male,,,,1/4/1941,Paris,France
1927,Medicine,The Nobel Prize in Physiology or Medicine 1927,"""for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica""",1-Jan,317,Individual,Julius Wagner-Jauregg,1857-03-07,Wels,Austria,Male,Vienna University,Vienna,Austria,9/27/1940,Vienna,Austria
1927,Peace,The Nobel Peace Prize 1927,,2-Jan,492,Individual,Ferdinand Buisson,1841-12-20,Paris,France,Male,,,,2/16/1932,Thieuloy-Saint-Antoine,France
1927,Peace,The Nobel Peace Prize 1927,,2-Jan,493,Individual,Ludwig Quidde,1858-03-23,Bremen,Germany,Male,,,,3/4/1941,Geneva,Switzerland
1927,Physics,The Nobel Prize in Physics 1927,"""for his discovery of the effect named after him""",2-Jan,33,Individual,Arthur Holly Compton,1892-09-10,"Wooster, OH",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,3/15/1962,"Berkeley, CA",United States of America
1927,Physics,The Nobel Prize in Physics 1927,"""for his method of making the paths of electrically charged particles visible by condensation of vapour""",2-Jan,34,Individual,Charles Thomson Rees Wilson,1869-02-14,Glencorse,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,11/15/1959,Carlops,Scotland
1928,Chemistry,The Nobel Prize in Chemistry 1928,"""for the services rendered through his research into the constitution of the sterols and their connection with the vitamins""",1-Jan,185,Individual,Adolf Otto Reinhold Windaus,1876-12-25,Berlin,Germany,Male,Goettingen University,Göttingen,Germany,6/9/1959,Göttingen,West Germany (Germany)
1928,Literature,The Nobel Prize in Literature 1928,"""principally for her powerful descriptions of Northern life during the Middle Ages""",1-Jan,601,Individual,Sigrid Undset,1882-05-20,Kalundborg,Denmark,Female,,,,6/10/1949,Lillehammer,Norway
1928,Medicine,The Nobel Prize in Physiology or Medicine 1928,"""for his work on typhus""",1-Jan,318,Individual,Charles Jules Henri Nicolle,1866-09-21,Rouen,France,Male,Institut Pasteur,Tunis,,2/28/1936,Tunis,Tunisia
1928,Physics,The Nobel Prize in Physics 1928,"""for his work on the thermionic phenomenon and especially for the discovery of the law named after him""",1-Jan,35,Individual,Owen Willans Richardson,1879-04-26,Dewsbury,United Kingdom,Male,London University,London,United Kingdom,2/15/1959,Alton,United Kingdom
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",2-Jan,186,Individual,Arthur Harden,1865-10-12,Manchester,United Kingdom,Male,London University,London,United Kingdom,6/17/1940,Bourne,United Kingdom
1929,Chemistry,The Nobel Prize in Chemistry 1929,"""for their investigations on the fermentation of sugar and fermentative enzymes""",2-Jan,187,Individual,Hans Karl August Simon von Euler-Chelpin,1873-02-15,Augsburg,Germany,Male,Stockholm University,Stockholm,Sweden,11/6/1964,Stockholm,Sweden
1929,Literature,The Nobel Prize in Literature 1929,"""principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature""",1-Jan,602,Individual,Thomas Mann,1875-06-06,Lübeck,Germany,Male,,,,8/12/1955,Zurich,Switzerland
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the antineuritic vitamin""",2-Jan,319,Individual,Christiaan Eijkman,1858-08-11,Nijkerk,Netherlands,Male,Utrecht University,Utrecht,Netherlands,11/5/1930,Utrecht,Netherlands
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,"""for his discovery of the growth-stimulating vitamins""",2-Jan,320,Individual,Sir Frederick Gowland Hopkins,1861-06-20,Eastbourne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,5/16/1947,Cambridge,United Kingdom
1929,Peace,The Nobel Peace Prize 1929,,1-Jan,494,Individual,Frank Billings Kellogg,1856-12-22,"Potsdam, NY",United States of America,Male,,,,12/21/1937,"St. Paul, MN",United States of America
1929,Physics,The Nobel Prize in Physics 1929,"""for his discovery of the wave nature of electrons""",1-Jan,36,Individual,Prince Louis-Victor Pierre Raymond de Broglie,1892-08-15,Dieppe,France,Male,"Sorbonne University, Institut Henri Poincaré",Paris,France,3/19/1987,Paris,France
1930,Chemistry,The Nobel Prize in Chemistry 1930,"""for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin""",1-Jan,188,Individual,Hans Fischer,1881-07-27,Hoechst,Germany,Male,Technische Hochschule (Institute of Technology),Munich,Germany,3/31/1945,Munich,Germany
1930,Literature,The Nobel Prize in Literature 1930,"""for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters""",1-Jan,603,Individual,Sinclair Lewis,1885-02-07,"Sauk Centre, MN",United States of America,Male,,,,1/10/1951,Rome,Italy
1930,Medicine,The Nobel Prize in Physiology or Medicine 1930,"""for his discovery of human blood groups""",1-Jan,321,Individual,Karl Landsteiner,1868-06-14,Vienna,Austrian Empire (Austria),Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America,6/26/1943,"New York, NY",United States of America
1930,Peace,The Nobel Peace Prize 1930,,1-Jan,495,Individual,Lars Olof Jonathan (Nathan) Söderblom,1866-01-15,Trönö,Sweden,Male,,,,7/12/1931,Uppsala,Sweden
1930,Physics,The Nobel Prize in Physics 1930,"""for his work on the scattering of light and for the discovery of the effect named after him""",1-Jan,37,Individual,Sir Chandrasekhara Venkata Raman,1888-11-07,Tiruchirappalli,India,Male,Calcutta University,Calcutta,India,11/21/1970,Bangalore,India
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",2-Jan,189,Individual,Carl Bosch,1874-08-27,Cologne,Germany,Male,University of Heidelberg,Heidelberg,Germany,4/26/1940,Heidelberg,Germany
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",2-Jan,189,Individual,Carl Bosch,1874-08-27,Cologne,Germany,Male,I.G. Farbenindustrie A.G.,Heidelberg,Germany,4/26/1940,Heidelberg,Germany
1931,Chemistry,The Nobel Prize in Chemistry 1931,"""in recognition of their contributions to the invention and development of chemical high pressure methods""",2-Jan,190,Individual,Friedrich Bergius,1884-10-11,"Goldschmieden, near Breslau",Germany (Poland),Male,University of Heidelberg,Heidelberg,Germany,3/30/1949,Buenos Aires,Argentina
